system,database,table,row_estimate,data_bytes,index_bytes,total_bytes,extra
mariadb,V5_data_1992,mae_07_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_03_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_11_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_04_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_04_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_03_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_09_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_11_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_04_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_09_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_12_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_07_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_12_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_02_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_02_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_11_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_01_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_01_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_07_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_10_d1,0,0,1024,1024,
mariadb,V5_data_1992,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_07_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_08_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_06_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_06_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_10_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_01_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_07_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_08_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_06_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_02_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_04_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_09_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_11_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_03_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_05_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_12_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_1992,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_03_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_1992,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_05_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_08_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_02_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_05_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_03_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_08_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_04_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_12_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_09_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_03_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_01_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_02_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_07_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_03_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_1992,mae_08_d3,0,0,1024,1024,
mariadb,V5_data_1992,mae_03_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_02_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_08_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_04_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_07_d3,0,0,1024,1024,
mariadb,V5_data_1992,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_1992,mae_02_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_12_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_11_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_09_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_07_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_1992,static_07_d1,0,0,1024,1024,
mariadb,V5_data_1992,static_02_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_05_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_12_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_11_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_01_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_05_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_03_d1,0,0,1024,1024,
mariadb,V5_data_1992,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_1992,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_1992,bouees_09_d1,0,0,1024,1024,
mariadb,V5_data_1992,mae_11_d3,0,0,1024,1024,
mariadb,V5_data_1992,static_11_d1,0,0,1024,1024,
mariadb,V5_data_1992,bouees_04_d1,0,0,1024,1024,
mariadb,V5_data_1992,mae_08_d2,0,0,1024,1024,
mariadb,V5_data_1992,mae_05_d3,0,0,1024,1024,
mariadb,V5_data_1992,metar_04_d2,0,0,1024,1024,
mariadb,V5_data_1993,synop_08_d3,418322,58854272,8619008,67473280,
mariadb,V5_data_1993,synop_12_d3,410569,58264680,8459264,66723944,
mariadb,V5_data_1993,synop_07_d3,407659,57681692,8397824,66079516,
mariadb,V5_data_1993,synop_05_d3,407962,57129040,8403968,65533008,
mariadb,V5_data_1993,synop_03_d3,405346,56755172,8349696,65104868,
mariadb,V5_data_1993,synop_10_d3,394177,55556552,8120320,63676872,
mariadb,V5_data_1993,synop_01_d3,390089,55115200,8036352,63151552,
mariadb,V5_data_1993,synop_12_d1,388987,55112904,8013824,63126728,
mariadb,V5_data_1993,synop_08_d2,385284,54077596,7937024,62014620,
mariadb,V5_data_1993,synop_09_d1,383601,53910740,7903232,61813972,
mariadb,V5_data_1993,synop_12_d2,378080,53681588,7789568,61471156,
mariadb,V5_data_1993,synop_07_d2,380200,53455948,7832576,61288524,
mariadb,V5_data_1993,synop_07_d1,378004,53167528,7787520,60955048,
mariadb,V5_data_1993,synop_09_d3,377519,53167392,7778304,60945696,
mariadb,V5_data_1993,synop_11_d1,375520,53173936,7737344,60911280,
mariadb,V5_data_1993,synop_11_d3,372454,52975204,7673856,60649060,
mariadb,V5_data_1993,synop_11_d2,373513,52848632,7695360,60543992,
mariadb,V5_data_1993,synop_05_d1,371750,52249844,7659520,59909364,
mariadb,V5_data_1993,synop_03_d1,370753,52255388,7638016,59893404,
mariadb,V5_data_1993,synop_08_d1,369880,52247504,7620608,59868112,
mariadb,V5_data_1993,synop_02_d2,370533,52224328,7633920,59858248,
mariadb,V5_data_1993,synop_05_d2,371133,52108852,7646208,59755060,
mariadb,V5_data_1993,synop_04_d1,369829,52044888,7619584,59664472,
mariadb,V5_data_1993,synop_09_d2,368323,51865128,7588864,59453992,
mariadb,V5_data_1993,synop_04_d2,366638,51730400,7553024,59283424,
mariadb,V5_data_1993,synop_10_d2,365683,51619780,7534592,59154372,
mariadb,V5_data_1993,synop_10_d1,365679,51612820,7534592,59147412,
mariadb,V5_data_1993,synop_06_d3,365590,51479216,7532544,59011760,
mariadb,V5_data_1993,synop_03_d2,363432,51199016,7488512,58687528,
mariadb,V5_data_1993,synop_06_d1,361807,50909804,7454720,58364524,
mariadb,V5_data_1993,synop_04_d3,362276,50876812,7463936,58340748,
mariadb,V5_data_1993,synop_02_d1,358313,50693232,7382016,58075248,
mariadb,V5_data_1993,synop_06_d2,357161,50409788,7359488,57769276,
mariadb,V5_data_1993,synop_01_d1,346768,49220200,7144448,56364648,
mariadb,V5_data_1993,synop_01_d2,345383,48918576,7116800,56035376,
mariadb,V5_data_1993,synop_02_d3,292542,41308252,6028288,47336540,
mariadb,V5_data_1993,metar_08_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_03_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_01_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_02_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_1993,mae_05_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_03_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_02_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_01_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_08_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_06_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_07_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_05_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_11_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_06_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_07_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_11_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_10_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_08_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_08_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_03_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_05_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_01_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_07_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_10_d3,0,0,1024,1024,
mariadb,V5_data_1993,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_02_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_06_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_08_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_11_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_01_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_1993,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_12_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_03_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_09_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_07_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_11_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_04_d3,0,0,1024,1024,
mariadb,V5_data_1993,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_07_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_02_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_09_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_07_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_01_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_12_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_02_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_08_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_03_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_09_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_11_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_02_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_04_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_11_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_04_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_02_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_11_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_06_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_03_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_07_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_01_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_04_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_11_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_04_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_05_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_12_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_04_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_11_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_02_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_02_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_05_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_12_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_06_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_09_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_03_d3,0,0,1024,1024,
mariadb,V5_data_1993,mae_04_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_12_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_05_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_03_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_1993,static_09_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_01_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_07_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_12_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_09_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_03_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_01_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_1993,metar_11_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_08_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_01_d3,0,0,1024,1024,
mariadb,V5_data_1993,mae_10_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_06_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_05_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_1993,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_1993,bouees_09_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_07_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_12_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_04_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_03_d2,0,0,1024,1024,
mariadb,V5_data_1993,static_08_d3,0,0,1024,1024,
mariadb,V5_data_1993,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_1993,static_10_d2,0,0,1024,1024,
mariadb,V5_data_1993,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_1993,bouees_09_d1,0,0,1024,1024,
mariadb,V5_data_1993,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_1993,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_1993,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_1994,synop_03_d3,435774,61234872,8977408,70212280,
mariadb,V5_data_1994,synop_12_d3,427033,60226576,8798208,69024784,
mariadb,V5_data_1994,synop_10_d3,426423,59776132,8785920,68562052,
mariadb,V5_data_1994,synop_05_d3,423388,59221068,8722432,67943500,
mariadb,V5_data_1994,synop_08_d3,418214,58577616,8615936,67193552,
mariadb,V5_data_1994,synop_07_d3,410975,57072164,8467456,65539620,
mariadb,V5_data_1994,synop_03_d1,401927,56600856,8279040,64879896,
mariadb,V5_data_1994,synop_01_d3,399324,56649176,8225792,64874968,
mariadb,V5_data_1994,synop_03_d2,395971,55740804,8158208,63899012,
mariadb,V5_data_1994,synop_12_d2,391530,55029284,8066048,63095332,
mariadb,V5_data_1994,synop_11_d2,390425,54905300,8043520,62948820,
mariadb,V5_data_1994,synop_11_d1,390547,54677116,8045568,62722684,
mariadb,V5_data_1994,synop_05_d2,390781,54612048,8050688,62662736,
mariadb,V5_data_1994,synop_12_d1,388105,54642452,7995392,62637844,
mariadb,V5_data_1994,synop_11_d3,387013,54435068,7972864,62407932,
mariadb,V5_data_1994,synop_10_d2,385971,54034900,7952384,61987284,
mariadb,V5_data_1994,synop_09_d1,385865,53980568,7949312,61929880,
mariadb,V5_data_1994,synop_06_d1,385676,53894656,7946240,61840896,
mariadb,V5_data_1994,synop_05_d1,386309,53828152,7958528,61786680,
mariadb,V5_data_1994,synop_09_d2,383558,53838164,7901184,61739348,
mariadb,V5_data_1994,synop_02_d1,381820,53871764,7866368,61738132,
mariadb,V5_data_1994,synop_08_d2,384278,53706072,7916544,61622616,
mariadb,V5_data_1994,synop_10_d1,380639,53370564,7841792,61212356,
mariadb,V5_data_1994,synop_04_d3,380752,53332652,7843840,61176492,
mariadb,V5_data_1994,synop_04_d2,378764,53183068,7802880,60985948,
mariadb,V5_data_1994,synop_02_d2,374527,53068128,7715840,60783968,
mariadb,V5_data_1994,synop_09_d3,375851,52648576,7743488,60392064,
mariadb,V5_data_1994,synop_01_d1,372971,52671660,7684096,60355756,
mariadb,V5_data_1994,synop_06_d3,375762,52520408,7741440,60261848,
mariadb,V5_data_1994,synop_08_d1,375038,52406560,7726080,60132640,
mariadb,V5_data_1994,synop_07_d1,372032,51710708,7664640,59375348,
mariadb,V5_data_1994,synop_01_d2,363693,51603348,7493632,59096980,
mariadb,V5_data_1994,synop_06_d2,367444,51275308,7570432,58845740,
mariadb,V5_data_1994,synop_07_d2,367457,51151648,7571456,58723104,
mariadb,V5_data_1994,synop_04_d1,360289,51089948,7422976,58512924,
mariadb,V5_data_1994,synop_02_d3,302483,42836736,6233088,49069824,
mariadb,V5_data_1994,static_10_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_1994,static_01_d3,0,0,1024,1024,
mariadb,V5_data_1994,mae_10_d1,0,0,1024,1024,
mariadb,V5_data_1994,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_06_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_08_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_06_d1,0,0,1024,1024,
mariadb,V5_data_1994,bouees_08_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_03_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_05_d2,0,0,1024,1024,
mariadb,V5_data_1994,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_02_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_05_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_01_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_10_d2,0,0,1024,1024,
mariadb,V5_data_1994,bouees_04_d3,0,0,1024,1024,
mariadb,V5_data_1994,mae_07_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_12_d3,0,0,1024,1024,
mariadb,V5_data_1994,metar_11_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_07_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_09_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_03_d2,0,0,1024,1024,
mariadb,V5_data_1994,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_1994,static_03_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_11_d3,0,0,1024,1024,
mariadb,V5_data_1994,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_1994,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_1994,metar_12_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_1994,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_11_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_01_d1,0,0,1024,1024,
mariadb,V5_data_1994,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_05_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_1994,static_11_d2,0,0,1024,1024,
mariadb,V5_data_1994,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_1994,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_06_d2,0,0,1024,1024,
mariadb,V5_data_1994,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_1994,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_1994,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_07_d2,0,0,1024,1024,
mariadb,V5_data_1994,metar_06_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_1994,static_02_d3,0,0,1024,1024,
mariadb,V5_data_1994,static_11_d3,0,0,1024,1024,
mariadb,V5_data_1994,bouees_06_d2,0,0,1024,1024,
mariadb,V5_data_1994,metar_09_d3,0,0,1024,1024,
mariadb,V5_data_1994,metar_03_d1,0,0,1024,1024,
mariadb,V5_data_1994,static_09_d1,0,0,1024,1024,
mariadb,V5_data_1994,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_12_d1,0,0,1024,1024,
mariadb,V5_data_1994,static_03_d3,0,0,1024,1024,
mariadb,V5_data_1994,metar_02_d2,0,0,1024,1024,
mariadb,V5_data_1994,static_08_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_09_d1,0,0,1024,1024,
mariadb,V5_data_1994,static_12_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_03_d3,0,0,1024,1024,
mariadb,V5_data_1994,static_04_d1,0,0,1024,1024,
mariadb,V5_data_1994,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_04_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_1994,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_1994,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_1994,static_03_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_1994,bouees_11_d2,0,0,1024,1024,
mariadb,V5_data_1994,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_1994,static_12_d3,0,0,1024,1024,
mariadb,V5_data_1994,metar_02_d1,0,0,1024,1024,
mariadb,V5_data_1994,mae_03_d1,0,0,1024,1024,
