system,database,table,row_estimate,data_bytes,index_bytes,total_bytes,extra
mariadb,V5_data_1956,metar_02_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_01_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_04_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_12_d1,0,0,1024,1024,
mariadb,V5_data_1956,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_09_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_03_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_11_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_05_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_02_d1,0,0,1024,1024,
mariadb,V5_data_1956,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_08_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_12_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_01_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_1956,metar_03_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_05_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_11_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_08_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_02_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_04_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_01_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_03_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_09_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_07_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_01_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_03_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_06_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_12_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_09_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_07_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_11_d3,0,0,1024,1024,
mariadb,V5_data_1956,metar_02_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_04_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_08_d1,0,0,1024,1024,
mariadb,V5_data_1956,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_02_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_1956,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_1956,metar_12_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_11_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_09_d3,0,0,1024,1024,
mariadb,V5_data_1956,metar_03_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_02_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_07_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_01_d1,0,0,1024,1024,
mariadb,V5_data_1956,bouees_05_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_10_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_06_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_08_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_02_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_01_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_05_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_07_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_10_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_1956,metar_11_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_04_d3,0,0,1024,1024,
mariadb,V5_data_1956,static_06_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_03_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_09_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_11_d3,0,0,1024,1024,
mariadb,V5_data_1956,metar_12_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_05_d2,0,0,1024,1024,
mariadb,V5_data_1956,mae_02_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_03_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_09_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_04_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_1956,bouees_11_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_1956,mae_01_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_09_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_07_d2,0,0,1024,1024,
mariadb,V5_data_1956,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_12_d2,0,0,1024,1024,
mariadb,V5_data_1956,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_1956,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_1956,bouees_04_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_11_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_1956,static_07_d1,0,0,1024,1024,
mariadb,V5_data_1956,metar_04_d1,0,0,1024,1024,
mariadb,V5_data_1956,static_03_d1,0,0,1024,1024,
mariadb,V5_data_1957,synop_10_d3,111963,15759088,2309120,18068208,
mariadb,V5_data_1957,synop_12_d3,110267,15465020,2275328,17740348,
mariadb,V5_data_1957,synop_08_d3,109289,15449140,2253824,17702964,
mariadb,V5_data_1957,synop_07_d3,107764,15232208,2223104,17455312,
mariadb,V5_data_1957,synop_11_d2,103689,14563228,2139136,16702364,
mariadb,V5_data_1957,synop_12_d1,102125,14340620,2107392,16448012,
mariadb,V5_data_1957,synop_10_d2,101610,14295488,2096128,16391616,
mariadb,V5_data_1957,synop_12_d2,101114,14207600,2085888,16293488,
mariadb,V5_data_1957,synop_11_d1,100775,14183892,2078720,16262612,
mariadb,V5_data_1957,synop_10_d1,99221,13986092,2046976,16033068,
mariadb,V5_data_1957,synop_11_d3,99287,13976668,2048000,16024668,
mariadb,V5_data_1957,synop_08_d2,98701,13939676,2036736,15976412,
mariadb,V5_data_1957,synop_08_d1,98228,13881468,2027520,15908988,
mariadb,V5_data_1957,synop_09_d1,97820,13817636,2018304,15835940,
mariadb,V5_data_1957,synop_07_d2,97479,13769968,2011136,15781104,
mariadb,V5_data_1957,synop_09_d2,96892,13683788,1998848,15682636,
mariadb,V5_data_1957,synop_07_d1,95193,13433860,1964032,15397892,
mariadb,V5_data_1957,synop_09_d3,95001,13412528,1959936,15372464,
mariadb,V5_data_1957,synop_03_d3,91966,12859052,1898496,14757548,
mariadb,V5_data_1957,synop_01_d3,87801,12218740,1812480,14031220,
mariadb,V5_data_1957,synop_05_d3,87122,12184552,1798144,13982696,
mariadb,V5_data_1957,synop_03_d2,83779,11704732,1729536,13434268,
mariadb,V5_data_1957,synop_06_d3,83122,11673992,1713152,13387144,
mariadb,V5_data_1957,synop_02_d2,83395,11603152,1719296,13322448,
mariadb,V5_data_1957,synop_03_d1,83016,11607324,1711104,13318428,
mariadb,V5_data_1957,synop_06_d2,82726,11595604,1705984,13301588,
mariadb,V5_data_1957,synop_01_d1,82924,11570536,1709056,13279592,
mariadb,V5_data_1957,synop_01_d2,82968,11560868,1710080,13270948,
mariadb,V5_data_1957,synop_02_d1,82097,11448576,1692672,13141248,
mariadb,V5_data_1957,synop_04_d2,81716,11430012,1685504,13115516,
mariadb,V5_data_1957,synop_05_d1,81709,11423596,1685504,13109100,
mariadb,V5_data_1957,synop_04_d3,81450,11401092,1679360,13080452,
mariadb,V5_data_1957,synop_06_d1,80525,11271972,1659904,12931876,
mariadb,V5_data_1957,synop_04_d1,80406,11219512,1657856,12877368,
mariadb,V5_data_1957,synop_05_d2,79030,11054344,1629184,12683528,
mariadb,V5_data_1957,synop_02_d3,66933,9319572,1380352,10699924,
mariadb,V5_data_1957,metar_03_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_02_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_01_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_01_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_01_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_03_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_01_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_08_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_12_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_10_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_07_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_09_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_04_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_09_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_04_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_11_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_02_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_01_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_11_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_12_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_03_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_07_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_09_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_12_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_07_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_02_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_03_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_11_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_02_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_08_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_06_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_03_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_03_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_04_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_01_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_01_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_06_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_01_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_02_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_08_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_05_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_05_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_05_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_05_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_02_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_08_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_02_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_02_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_01_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_08_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_06_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_10_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_08_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_02_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_09_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_07_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_04_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_11_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_07_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_04_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_10_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_05_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_06_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_08_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_10_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_12_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_03_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_12_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_07_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_04_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_07_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_09_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_11_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_11_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_09_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_11_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_03_d3,0,0,1024,1024,
mariadb,V5_data_1957,static_04_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_05_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_06_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_09_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_12_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_07_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_1957,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_09_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_04_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_03_d3,0,0,1024,1024,
mariadb,V5_data_1957,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_06_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_08_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_05_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_10_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_08_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_11_d1,0,0,1024,1024,
mariadb,V5_data_1957,static_04_d1,0,0,1024,1024,
mariadb,V5_data_1957,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_1957,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_12_d1,0,0,1024,1024,
mariadb,V5_data_1957,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_07_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_11_d2,0,0,1024,1024,
mariadb,V5_data_1957,metar_07_d2,0,0,1024,1024,
mariadb,V5_data_1957,static_11_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_1957,metar_03_d3,0,0,1024,1024,
mariadb,V5_data_1957,mae_04_d2,0,0,1024,1024,
mariadb,V5_data_1957,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_1958,synop_01_d3,107504,15115072,2216960,17332032,
mariadb,V5_data_1958,synop_03_d3,105804,14895768,2182144,17077912,
mariadb,V5_data_1958,synop_10_d3,105450,14830680,2174976,17005656,
mariadb,V5_data_1958,synop_12_d3,104851,14708904,2162688,16871592,
mariadb,V5_data_1958,synop_05_d3,104302,14704440,2152448,16856888,
mariadb,V5_data_1958,synop_08_d3,101930,14398432,2102272,16500704,
mariadb,V5_data_1958,synop_07_d3,99455,14043356,2052096,16095452,
mariadb,V5_data_1958,synop_02_d1,98542,13861740,2033664,15895404,
mariadb,V5_data_1958,synop_03_d2,98273,13845708,2027520,15873228,
mariadb,V5_data_1958,synop_01_d2,98203,13795316,2026496,15821812,
mariadb,V5_data_1958,synop_04_d2,97886,13786912,2019328,15806240,
mariadb,V5_data_1958,synop_03_d1,97630,13751648,2014208,15765856,
mariadb,V5_data_1958,synop_02_d2,97877,13745112,2019328,15764440,
mariadb,V5_data_1958,synop_04_d1,97230,13715560,2006016,15721576,
mariadb,V5_data_1958,synop_05_d1,96413,13641016,1989632,15630648,
mariadb,V5_data_1958,synop_11_d2,96802,13617012,1997824,15614836,
mariadb,V5_data_1958,synop_11_d3,96627,13561952,1993728,15555680,
mariadb,V5_data_1958,synop_04_d3,95959,13559040,1980416,15539456,
mariadb,V5_data_1958,synop_01_d1,96351,13546976,1988608,15535584,
mariadb,V5_data_1958,synop_11_d1,96197,13522120,1985536,15507656,
mariadb,V5_data_1958,synop_05_d2,95718,13528016,1974272,15502288,
mariadb,V5_data_1958,synop_12_d1,96376,13510992,1988608,15499600,
mariadb,V5_data_1958,synop_12_d2,95947,13454692,1980416,15435108,
mariadb,V5_data_1958,synop_10_d1,95543,13462792,1971200,15433992,
mariadb,V5_data_1958,synop_09_d3,95444,13463680,1969152,15432832,
mariadb,V5_data_1958,synop_06_d2,95017,13422140,1960960,15383100,
mariadb,V5_data_1958,synop_10_d2,94811,13374952,1956864,15331816,
mariadb,V5_data_1958,synop_06_d1,94577,13367288,1951744,15319032,
mariadb,V5_data_1958,synop_09_d2,94522,13322652,1950720,15273372,
mariadb,V5_data_1958,synop_06_d3,93706,13251108,1933312,15184420,
mariadb,V5_data_1958,synop_09_d1,93815,13230032,1935360,15165392,
mariadb,V5_data_1958,synop_07_d2,92668,13094104,1912832,15006936,
mariadb,V5_data_1958,synop_07_d1,91595,12945252,1889280,14834532,
mariadb,V5_data_1958,synop_08_d2,91212,12869888,1882112,14752000,
mariadb,V5_data_1958,synop_08_d1,90728,12801304,1871872,14673176,
mariadb,V5_data_1958,synop_02_d3,77462,10901640,1596416,12498056,
mariadb,V5_data_1958,mae_03_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_06_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_04_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_05_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_11_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_06_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_11_d2,0,0,1024,1024,
mariadb,V5_data_1958,static_04_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_12_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_09_d3,0,0,1024,1024,
mariadb,V5_data_1958,metar_10_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_01_d3,0,0,1024,1024,
mariadb,V5_data_1958,static_09_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_07_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_11_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_12_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_07_d3,0,0,1024,1024,
mariadb,V5_data_1958,mae_05_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_07_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_02_d2,0,0,1024,1024,
mariadb,V5_data_1958,static_09_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_11_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_04_d1,0,0,1024,1024,
mariadb,V5_data_1958,mae_07_d3,0,0,1024,1024,
mariadb,V5_data_1958,metar_08_d2,0,0,1024,1024,
mariadb,V5_data_1958,static_11_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_12_d1,0,0,1024,1024,
mariadb,V5_data_1958,bouees_09_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_07_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_10_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_05_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_03_d3,0,0,1024,1024,
mariadb,V5_data_1958,static_08_d1,0,0,1024,1024,
mariadb,V5_data_1958,mae_10_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_05_d1,0,0,1024,1024,
mariadb,V5_data_1958,mae_06_d3,0,0,1024,1024,
mariadb,V5_data_1958,static_10_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_11_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_04_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_02_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_12_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_05_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_07_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_09_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_06_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_12_d3,0,0,1024,1024,
mariadb,V5_data_1958,static_01_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_11_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_12_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_09_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_05_d2,0,0,1024,1024,
mariadb,V5_data_1958,static_02_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_10_d1,0,0,1024,1024,
mariadb,V5_data_1958,mae_02_d1,0,0,1024,1024,
mariadb,V5_data_1958,bouees_01_d3,0,0,1024,1024,
mariadb,V5_data_1958,mae_03_d1,0,0,1024,1024,
mariadb,V5_data_1958,mae_08_d3,0,0,1024,1024,
mariadb,V5_data_1958,static_05_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_07_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_08_d2,0,0,1024,1024,
mariadb,V5_data_1958,static_06_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_01_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_04_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_10_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_12_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_03_d3,0,0,1024,1024,
mariadb,V5_data_1958,metar_09_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_08_d1,0,0,1024,1024,
mariadb,V5_data_1958,bouees_01_d2,0,0,1024,1024,
mariadb,V5_data_1958,bouees_06_d3,0,0,1024,1024,
mariadb,V5_data_1958,mae_02_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_01_d1,0,0,1024,1024,
mariadb,V5_data_1958,bouees_10_d3,0,0,1024,1024,
mariadb,V5_data_1958,metar_04_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_02_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_10_d2,0,0,1024,1024,
mariadb,V5_data_1958,static_03_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_01_d1,0,0,1024,1024,
mariadb,V5_data_1958,metar_10_d3,0,0,1024,1024,
mariadb,V5_data_1958,mae_06_d2,0,0,1024,1024,
mariadb,V5_data_1958,metar_06_d3,0,0,1024,1024,
mariadb,V5_data_1958,static_01_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_09_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_12_d2,0,0,1024,1024,
mariadb,V5_data_1958,static_07_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_09_d3,0,0,1024,1024,
mariadb,V5_data_1958,bouees_03_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_05_d3,0,0,1024,1024,
mariadb,V5_data_1958,mae_08_d2,0,0,1024,1024,
mariadb,V5_data_1958,mae_05_d1,0,0,1024,1024,
mariadb,V5_data_1958,static_08_d3,0,0,1024,1024,
